日期,总确诊数,新增确诊数,总治愈数,新增治愈数,总死亡数,新增死亡数
2021年11.01,68309,0,63785,0,4512,0
2021年11.02,68309,0,63785,0,4512,0
2021年11.03,68309,0,63785,0,4512,0
2021年11.04,68309,0,63785,0,4512,0
2021年11.05,68309,0,63786,1,4512,0
2021年11.06,68309,0,63787,1,4512,0
2021年11.07,68309,0,63787,0,4512,0
2021年11.08,68309,0,63793,6,4512,0
2021年11.09,68309,0,63793,0,4512,0
2021年11.10,68311,2,63793,0,4512,0
2021年11.11,68311,0,63793,0,4512,0
2021年11.12,68311,0,63793,0,4512,0
2021年11.13,68311,0,63793,0,4512,0
2021年11.14,68311,0,63793,0,4512,0
2021年11.15,68311,0,63793,0,4512,0
2021年11.16,68311,0,63793,0,4512,0
2021年11.17,68311,0,63793,0,4512,0
2021年11.18,68311,0,63794,1,4512,0
2021年11.19,68311,0,63794,0,4512,0
2021年11.20,68311,0,63795,1,4512,0
2021年11.21,68311,0,63795,0,4512,0
2021年11.22,68311,0,63796,1,4512,0
2021年11.23,68311,0,63796,0,4512,0
2021年11.24,68311,0,63796,0,4512,0
2021年11.25,68311,0,63796,0,4512,0
2021年11.26,68311,0,63796,0,4512,0
2021年11.27,68311,0,63797,1,4512,0
2021年11.28,68311,0,63797,0,4512,0
2021年11.29,68311,0,63797,0,4512,0
2021年11.30,68311,0,63797,0,4512,0
2021年12.01,68311,0,63798,1,4512,0
2021年12.02,68311,0,63798,0,4512,0
2021年12.03,68311,0,63799,1,4512,0
2021年12.04,68311,0,63799,0,4512,0
2021年12.05,68311,0,63799,0,4512,0
2021年12.06,68311,0,63799,0,4512,0
2021年12.07,68311,0,63799,0,4512,0
2021年12.08,68315,4,63799,0,4512,0
2021年12.09,68315,0,63799,0,4512,0
2021年12.10,68315,0,63799,0,4512,0
2021年12.11,68315,0,63799,0,4512,0
2021年12.12,68315,0,63799,0,4512,0
2021年12.13,68315,0,63799,0,4512,0
2021年12.14,68315,0,63799,0,4512,0
2021年12.15,68316,1,63799,0,4512,0
2021年12.16,68316,0,63799,0,4512,0
2021年12.17,68316,0,63801,2,4512,0
2021年12.18,68316,0,63803,2,4512,0
2021年12.19,68316,0,63803,0,4512,0
2021年12.20,68316,0,63803,0,4512,0
2021年12.21,68316,0,63803,0,4512,0
2021年12.22,68316,0,63803,0,4512,0
2021年12.23,68316,0,63803,0,4512,0
2021年12.24,68316,0,63804,1,4512,0
2021年12.25,68316,0,63804,0,4512,0
2021年12.26,68316,0,63804,0,4512,0
2021年12.27,68316,0,63804,0,4512,0
2021年12.28,68316,0,63804,0,4512,0
2021年12.29,68317,1,63804,0,4512,0
2021年12.30,68317,0,63804,0,4512,0
2021年12.31,68317,0,63804,0,4512,0
2022年01.01,68317,0,63804,0,4512,0
2022年01.02,68317,0,63804,0,4512,0
2022年01.03,68317,0,63804,0,4512,0
2022年01.04,68319,2,63804,0,4512,0
2022年01.05,68319,2,63804,0,4512,0
